"characters_id","characters_name","characters_images","characters_jutsu","characters_personal","characters_uniqueTraits","characters_natureType","characters_rank","characters_tools","characters_debut_novel","characters_debut_movie","characters_debut_appearsIn","characters_debut_manga","characters_debut_anime","characters_debut_game","characters_debut_ova","characters_family_incarnation-with-the-god-tree","characters_family_depowered-form","characters_family_son","characters_family_nephew","characters_family_adoptive-son","characters_family_father","characters_family_adoptive-brother","characters_family_cousin","characters_family_adoptive-father","characters_family_brother","characters_family_husband","characters_family_father","characters_family_grandniece","characters_family_grandmother","characters_family_grandfather","characters_family_mother","characters_family_granduncle","characters_family_daughter","characters_family_wife","characters_family_uncle","characters_family_granddaughter","characters_family_fiancée","characters_family_owner","characters_family_sister","characters_family_ex-husband","characters_family_younger-cousin","characters_family_uncle","characters_family_adoptive-cousin","characters_family_grandson","characters_family_younger-brother","characters_family_creator","characters_family_sibling","characters_family_unknown-kinship","characters_family_genetic-source","characters_family_creator/father","characters_family_original-form","characters_family_adoptive-daughter","characters_family_grandnephew","characters_family_adoptive-mother","characters_family_adoptive-sister","characters_family_fiancé","characters_family_lover","characters_family_twin-brother","characters_family_older-brother","characters_family_mother","characters_family_niece","characters_family_adoptive-nephew","characters_family_wife","characters_family_adoptive-grandson","characters_family_first-cousin-once-removed","characters_family_stepfather","characters_family_granddaughter","characters_family_grandson","characters_family_great-great-granddaughter","characters_family_great-great-grandson","characters_family_creation","characters_family_grandmother","characters_family_oldest-brother","characters_family_host","characters_family_clone","characters_family_godson","characters_family_son","characters_family_brother","characters_family_step-son","characters_family_pet","characters_family_genetic-template","characters_family_daughter","characters_family_adoptive-grandfather","characters_family_adoptive-aunt","characters_family_great-great-grandfather","characters_family_great-great-grandfather","characters_family_genetic-template/parent","characters_family_clone/brother","characters_family_altered-clone","characters_family_pet","characters_family_younger-brother","characters_family_unknown-kinship","characters_family_granduncle","characters_family_great-grandfather","characters_family_creation/clone","characters_family_creation","characters_family_clone/son","characters_family_grandfather","characters_family_creations","characters_family_vessel","characters_family_lover","characters_family_foster-son","characters_family_foster-father","characters_family_youngest-brother","characters_family_creation/clone-daughter","characters_family_spouse","characters_family_great-granddaughter","characters_family_great-grandson","characters_family_younger-relative","characters_family_adoptive-grandmother","characters_family_adoptive-granduncle","characters_family_adoptive-uncle","characters_family_distant-relative","characters_family_ex-wife","characters_family_descendant","characters_family_ancestor","characters_family_adoptive-nephews","characters_family_aunt","characters_family_godfather","characters_family_genetic-donor","characters_family_chakra-donor","characters_family_adoptive-sons","characters_family_adoptive-grandsons","characters_family_great-nephew","characters_family_adoptive-great-nephew","characters_voiceActors_japanese","characters_voiceActors_english","currentPage","pageSize","totalCharacters"
259,"Gaara","https://static.wikia.nocookie.net/naruto/images/2/20/Gaara_in_Part_I.png; https://static.wikia.nocookie.net/naruto/images/0/0f/Gaara_Part_II.png","Air Sand Protective Wall; Armour of Sand; Concealed Sand Picture Cat; Desert Layered Imperial Funeral Seal; Desert Suspension; Desert Wave; Desert: Hand; Exploding Sand Boulder; Feigning Sleep Technique; Monstrous Sand Arm; Prison Sand Burial; Quicksand Waterfall Flow; Sand Binding Coffin; Sand Binding Prison; Sand Body; Sand Bullet (Anime only); Sand Castle Wolf Horn (Novel only); Sand Characters; Sand Clone; Sand Drizzle; Sand Hail; Sand Lightning Needles; Sand Mesh (Anime only); Sand Pillar; Sand Restraining Technique; Sand Shuriken; Sand Spear (Anime only); Sand Stream; Sand Sword (Novel only); Sand Waterfall Funeral; Sand Waterfall Imperial Funeral; Shield of Sand; Successive Shots Sand Drizzle; Third Eye; Ultimately Hard Absolute Attack: Spear of Shukaku (Anime only); Ultimately Hard Absolute Defence: Shield of Shukaku; Wind Release: Breakthrough; Wind Release: Great Breakthrough; Wind Release: Infinite Sand Cloud — Great Breakthrough; Wind Release: Multi-Layered Gale (Novel only); Wind Release: Sand Buckshot","January 19; Male; list(`Part I` = ""12–13"", `Part II` = ""15–17"", `Academy Graduate` = ""12"", `Chunin Promotion` = ""14""); list(`Part I` = ""146.1cm - 148.1cm"", `Part II` = ""166.1cm"", `Blank Period` = ""172.5cm""); list(`Part I` = ""39kg - 40.2kg"", `Part II` = ""50.9kg""); AB; Magnet Release   (Novel only); c(""Jinchūriki"", ""Sensor Type""); Shukaku (Forms); c(""Kazekage"", ""Regimental Commander of the Allied Shinobi Forces"", ""Commander of the Fourth Division""); c(""Sunagakure"", ""Allied Shinobi Forces""); c(""Three Sand Siblings"", ""Fourth Division""); Kazekage   (Novel only)","January 19; Male; list(`Part I` = ""12–13"", `Part II` = ""15–17"", `Academy Graduate` = ""12"", `Chunin Promotion` = ""14""); list(`Part I` = ""146.1cm - 148.1cm"", `Part II` = ""166.1cm"", `Blank Period` = ""172.5cm""); list(`Part I` = ""39kg - 40.2kg"", `Part II` = ""50.9kg""); AB; Magnet Release   (Novel only); c(""Jinchūriki"", ""Sensor Type""); Shukaku (Forms); c(""Kazekage"", ""Regimental Commander of the Allied Shinobi Forces"", ""Commander of the Fourth Division""); c(""Sunagakure"", ""Allied Shinobi Forces""); c(""Three Sand Siblings"", ""Fourth Division""); Kazekage   (Novel only)","Magnet Release  (Novel only); Wind Release; Earth Release; Lightning Release","list(`Part I` = ""Genin"", `Part II` = ""Kage""); 56-001","Gold Dust; Jōhyō (Anime only); Sand; Sand Gourd; Sealing Tag","Kakashi Hiden: Lightning in the Icy Sky","Naruto the Movie: Legend of the Stone of Gelel","Anime, Manga, Novel, Game, Movie","Naruto Chapter #35","Naruto Episode #20","Naruto: Ninja Council","Hidden Leaf Village Grand Sports Festival!",NA,NA,NA,"Shikadai Nara","Shinki","Rasa",NA,NA,NA,"Kankurō",NA,NA,NA,NA,NA,"Karura",NA,NA,NA,NA,NA,NA,NA,"Temari",NA,NA,"Yashamaru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Akira Ishida","Liam O'Brien",1,1431,1431
260,"Gama","https://static.wikia.nocookie.net/naruto/images/9/9f/Gama.png","Whip of Love","Male; Toad; Summon; c(""Mount Myōboku"", ""Konohagakure"")","Male; Toad; Summon; c(""Mount Myōboku"", ""Konohagakure"")","","","",NA,NA,"Anime, Manga, Game","Naruto Chapter #90","Naruto Episode #52","Naruto: Ultimate Ninja 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
261,"Gamabunta","https://static.wikia.nocookie.net/naruto/images/f/f6/Gamabunta2.png","Combination Transformation; Fire Release: Toad Oil Flame Bullet; Toad Oil Bullet; Toad Sword Beheading; Water Release: Gunshot","January 3; Male; Toad; list(`Part II` = ""1700cm""); Summon; c(""Mount Myōboku"", ""Konohagakure"")","January 3; Male; Toad; list(`Part II` = ""1700cm""); Summon; c(""Mount Myōboku"", ""Konohagakure"")","Water Release","","Tantō","Naruto: Innocent Heart, Demonic Blood","Naruto Shippūden the Movie: Bonds","Anime, Manga, Novel, Game, Movie","Naruto Chapter #1","Naruto Episode #1","Naruto: Konoha Ninpōchō","Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!",NA,NA,"Gamatatsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Takeshi Watabe  (Original series - Shippūden 175); Hiroshi Naka   (Blood Prison +)","Michael Sorich; Skip Stellrecht   (Naruto: Ultimate Ninja)",1,1431,1431
262,"Gamaden","https://static.wikia.nocookie.net/naruto/images/b/b0/Gamaden.png","","Male; Toad; Mount Myōboku","Male; Toad; Mount Myōboku","","","",NA,NA,"Anime, Manga","Naruto Chapter #429","Naruto Shippūden Episode #162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
263,"Gamagorō","https://static.wikia.nocookie.net/naruto/images/5/5c/Gamagoro.png","","Male; Toad; Summon; c(""Mount Myōboku"", ""Konohagakure"")","Male; Toad; Summon; c(""Mount Myōboku"", ""Konohagakure"")","","","","The New Leaves Soaring Through the Blue Sky!",NA,"Anime, Novel, Game",NA,"Boruto Episode #4","Naruto Mobile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shōhei Kawafuru","Mick Wingert",1,1431,1431
264,"Gamahiro","https://static.wikia.nocookie.net/naruto/images/e/e6/Gamahiro.png","","July 9; Male; Toad; list(`Part II` = ""1900cm""); Summon; c(""Mount Myōboku"", ""Konohagakure"")","July 9; Male; Toad; list(`Part II` = ""1900cm""); Summon; c(""Mount Myōboku"", ""Konohagakure"")","","","Sword","Road to Ninja: Naruto the Movie","Road to Ninja: Naruto the Movie","Anime, Manga, Novel, Game, Movie","Naruto Chapter #124","Naruto Episode #73","Naruto Shippūden: Ultimate Ninja Storm 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Takeharu Ōnishi","Dave Wittenberg",1,1431,1431
265,"Gamaken","https://static.wikia.nocookie.net/naruto/images/9/98/Gamaken.png","Exploding Sasumata Attack (Anime only)","October 11; Male; Toad; list(`Part II` = ""1900cm""); Summon; c(""Mount Myōboku"", ""Konohagakure"")","October 11; Male; Toad; list(`Part II` = ""1900cm""); Summon; c(""Mount Myōboku"", ""Konohagakure"")","","","Sasumata; Shield","Road to Ninja: Naruto the Movie","Road to Ninja: Naruto the Movie","Anime, Manga, Novel, Game, Movie","Naruto Chapter #374","Naruto Shippūden Episode #130","Naruto Shippūden: Ultimate Ninja Storm 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atsushi Ono","Kyle Hebert",1,1431,1431
266,"Gamakichi","https://static.wikia.nocookie.net/naruto/images/e/e1/Gamakichi.png; https://static.wikia.nocookie.net/naruto/images/0/08/Gamakichi.png","Fire Release: Flame Bullet (Anime only); Reverse Summoning Technique; Sage Mode; Starch Syrup Gun; Toad Sword Beheading; Wind Release: Toad Oil Flame Bullet (Anime only)","April 1; Male; Toad; list(`Part II` = ""1690cm""); c(""Sage"", ""Summon""); c(""Mount Myōboku"", ""Konohagakure"", ""Allied Shinobi Forces"")","April 1; Male; Toad; list(`Part II` = ""1690cm""); c(""Sage"", ""Summon""); c(""Mount Myōboku"", ""Konohagakure"", ""Allied Shinobi Forces"")","Water Release; Fire Release  (Anime only)","","Tantō",NA,NA,"Anime, Manga, Game","Naruto Chapter #131","Naruto Episode #77","Naruto: Ultimate Ninja","Hidden Leaf Village Grand Sports Festival!",NA,NA,NA,NA,NA,"Gamabunta",NA,NA,NA,"Gamatatsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yōji Ueda","Dave Wittenberg",1,1431,1431
267,"Gamamaru","https://static.wikia.nocookie.net/naruto/images/7/76/Gamamaru_infobox.png","Sage Mode (Anime only); Telescope Technique; Water Release: Water Gun (Anime only)","March 8; Male; Toad; Sage; c(""Mount Myōboku"", ""Konohagakure"")","March 8; Male; Toad; Sage; c(""Mount Myōboku"", ""Konohagakure"")","Water Release  (Anime only)","","Secret Treasure of the Toads (Anime only)","Road to Ninja: Naruto the Movie","Road to Ninja: Naruto the Movie","Anime, Manga, Novel, Game, Movie","Naruto Chapter #376","Naruto Shippūden Episode #127","Naruto x Boruto: Ninja Voltage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mitsuo Senda; Shōgo Nakamura   (Young)","Dave Wittenberg; Todd Haberkorn   (Young)",1,1431,1431
268,"Gamamichi","https://static.wikia.nocookie.net/naruto/images/8/8f/Gamamichi.png","","Male; Toad; Instructor; Mount Myōboku","Male; Toad; Instructor; Mount Myōboku","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
269,"Gamariki","https://static.wikia.nocookie.net/naruto/images/c/c0/Gamariki.png","Genjutsu Kiss (Anime only); Water Release: Water Gun (Anime only); Whip of Love (Anime only)","Male; Toad; Summon; c(""Mount Myōboku"", ""Konohagakure"")","Male; Toad; Summon; c(""Mount Myōboku"", ""Konohagakure"")","Water Release; Yin Release","","","Road to Ninja: Naruto the Movie","Road to Ninja: Naruto the Movie","Anime, Novel, Game, Movie",NA,"Naruto Shippūden Episode #91","Naruto: Ultimate Ninja Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Toshiharu Sakurai","Dave Wittenberg",1,1431,1431
270,"Gamatama","https://static.wikia.nocookie.net/naruto/images/0/08/Gamatama.png","","Male; Toad; Name-registration clerk; Mount Myōboku","Male; Toad; Name-registration clerk; Mount Myōboku","","","",NA,NA,"Anime, Manga","Naruto Chapter #429","Naruto Shippūden Episode #162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Mary Elizabeth McGlynn",1,1431,1431
271,"Gamatatsu","https://static.wikia.nocookie.net/naruto/images/8/81/Gamatatsu.png","Toad Oil Bullet (Anime only); Water Release: Water Gun (Anime only); Wind Release: Toad Gun (Anime only); Wind Release: Toad Oil Bullet (Anime only); Wind Release: Toad Oil Flame Bullet (Anime only)","Male; Toad; Summon; c(""Mount Myōboku"", ""Konohagakure"")","Male; Toad; Summon; c(""Mount Myōboku"", ""Konohagakure"")","Water Release  (Anime only)","","",NA,NA,"Anime, Manga, Game","Naruto Chapter #166","Naruto Episode #94","Naruto: Ultimate Ninja 2","Hidden Leaf Village Grand Sports Festival!",NA,NA,NA,NA,NA,"Gamabunta",NA,NA,NA,"Gamakichi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tomo Shigematsu","Dave Wittenberg",1,1431,1431
272,"Gameru","https://static.wikia.nocookie.net/naruto/images/f/fe/Gameru.png","","Male; Kusune","Male; Kusune","","","Dakō",NA,NA,"Anime",NA,"Naruto Shippūden Episode #184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kunihiko Yasui","Christopher Corey Smith",1,1431,1431
273,"Gandō","https://static.wikia.nocookie.net/naruto/images/e/e8/Gandou.jpg","Puppet Technique","Male; Deceased; Land of Wind; Shirogane Three; Shirogane","Male; Deceased; Land of Wind; Shirogane Three; Shirogane","","","Barrier Puppets; Elemental Puppets",NA,NA,"Game",NA,NA,"Naruto: Uzumaki Chronicles 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kōji Ishii","Steven Blum",1,1431,1431
274,"Kiseru Gankubi","https://static.wikia.nocookie.net/naruto/images/1/1f/Kiseru_Gankubi.png","Fire Release Chakra Mode; Fire Release: Deep Flame Explosion; Fire Release: Flame Attack; Fire Release: Flame Bullet; Fire Release: Flaming Hail; Fire Release: Phoenix Sage Fire Technique; Mystical Palm Technique","Male; Medical-nin; Outer  (Former); c(""Konohagakure"", ""Kara""); Five Great Countries' Joint Investigation Team","Male; Medical-nin; Outer  (Former); c(""Konohagakure"", ""Kara""); Five Great Countries' Joint Investigation Team","Fire Release","list(`Boruto Manga` = ""Anbu"")","",NA,NA,"Anime",NA,"Boruto Episode #276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Katsunori Okai","",1,1431,1431
275,"Ganno","https://static.wikia.nocookie.net/naruto/images/d/de/Ganno_anime.png","","Male; Painter; Land of Redaku","Male; Painter; Land of Redaku","","","","Sasuke Retsuden: The Uchiha Descendants and the Heavenly Stardust",NA,"Anime, Manga, Novel","Sasuke Retsuden Chapter #2","Boruto Episode #282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenichi Ono","",1,1431,1431
276,"Ganryū","https://static.wikia.nocookie.net/naruto/images/8/81/Ganryu.png","","Male; c(""Kirigakure"", ""Allied Shinobi Forces""); Team Ganryū","Male; c(""Kirigakure"", ""Allied Shinobi Forces""); Team Ganryū","","list(`Part II` = ""Jōnin"")","Sword",NA,NA,"Anime",NA,"Naruto Shippūden Episode #242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yasunori Matsumoto","Matthew Mercer",1,1431,1431
277,"Doseki Ganryū","https://static.wikia.nocookie.net/naruto/images/9/9a/Doseki_Ganry%C5%AB.png","","Male; Konohagakure","Male; Konohagakure","","list(`Boruto Manga` = ""Academy Student"")","",NA,NA,"Anime",NA,"Boruto Episode #261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daichi Hayashi","",1,1431,1431
